1116-2,1.00,1.00,1,144,1116-1
578-1,4.00,4.00,25,97,
1973-1,4.00,8.00,6,60,
1973-2,2.00,2.00,1,144,1973-1
1640-1,4.00,8.00,3,67,
1640-2,4.00,8.00,1,144,1640-1
3934-8,1.00,0.50,22,111,3934-1,3934-7
3934-1,4.00,2.00,4,125,
3934-2,2.00,1.00,49,92,
3934-3,2.00,4.00,1,144,
3934-4,1.00,0.50,1,144,3934-3
3934-5,4.00,2.00,1,144,3934-2,3934-4
3934-6,4.00,2.00,12,92,3934-2,3934-5
3934-7,1.00,0.50,70,107,3934-2,3934-6
39-3,1.00,0.50,328,97,39-1,39-2
39-2,4.00,2.00,125,59,
39-1,2.00,2.00,34,72,
39-6,8.00,4.00,44,37,39-2,39-4,39-5
39-5,1.00,0.50,144,108,
39-4,2.00,1.00,115,101,
396-1,8.00,4.00,8,81,
396-2,4.00,8.00,5,72,396-1
396-3,8.00,8.00,101,97,396-2,396-4
396-4,8.00,8.00,98,80,
396-5,8.00,4.00,98,101,396-4
396-6,2.00,1.00,500,100,396-3,396-5
396-7,8.00,16.00,125,76,396-6
1730-1,8.00,4.00,3,83,
1730-2,4.00,2.00,1,144,1730-1
1438-2,1.00,0.50,1,144,1438-1
1438-1,2.00,1.00,2,81,
7454-3,4.00,2.00,188,90,7454-1,7454-2
7454-2,8.00,4.00,94,84,
7454-1,8.00,4.00,1,144,
7454-4,4.00,8.00,189,23,7454-3
8547-3,16.00,8.00,62,121,8547-1,8547-2
8547-2,8.00,4.00,125,81,
8547-1,4.00,2.00,1,144,
8547-6,2.00,1.00,500,44,8547-5
8547-5,8.00,16.00,125,36,8547-3,8547-4
8547-4,4.00,4.00,1,144,
9118-1,1.00,0.50,184,116,
8747-9,16.00,32.00,1,115,8747-8
8747-8,16.00,32.00,1,86,
8747-5,8.00,8.00,1,56,8747-2,8747-3,8747-4
8747-4,8.00,4.00,1,144,
8747-7,2.00,1.00,500,84,8747-6
8747-6,8.00,8.00,125,51,
8747-1,8.00,4.00,1,144,
8747-2,4.00,4.00,1,144,8747-1
7659-1,4.00,2.00,5,126,
8747-10,8.00,16.00,125,12,8747-5,8747-7,8747-9
1988-2,4.00,4.00,1,144,1988-1
1988-1,4.00,4.00,3,97,
6353-8,8.00,4.00,101,53,6353-7
6353-4,2.00,4.00,280,98,6353-2,6353-3
6353-5,2.00,4.00,1,118,
6353-6,8.00,4.00,70,65,6353-4,6353-5
6353-7,8.00,8.00,101,100,6353-1,6353-3,6353-5,6353-6
6353-1,4.00,2.00,60,88,
6353-2,4.00,8.00,139,81,
6353-3,16.00,8.00,1,123,
9897-6,8.00,4.00,1,144,9897-28
6483-1,8.00,4.00,125,37,
8244-4,2.00,1.00,1,144,8244-3
8244-3,1.00,0.50,1,144,8244-2
312-4,8.00,8.00,1,144,312-2,312-3
312-5,4.00,2.00,1,144,312-1,312-4
312-1,8.00,8.00,39,86,
312-2,8.00,8.00,4,120,
312-3,4.00,2.00,6,128,
8041-3,4.00,2.00,1,144,8041-2
6134-1,4.00,4.00,99,100,
4206-1,1.00,0.50,214,31,
4206-3,4.00,4.00,1,144,4206-2
4206-2,4.00,2.00,1,144,4206-1
5464-1,4.00,2.00,94,49,
5464-2,2.00,4.00,1,144,5464-1
5464-3,1.00,0.50,1,144,5464-2
2854-1,16.00,16.00,1,144,
