8886-18,0.50,0.25,111,98,
8886-14,0.75,0.38,20,88,
6801-2,0.50,0.50,3,128,
6801-3,0.50,0.25,13,122,6801-1,6801-2
6801-1,0.50,0.25,37,124,
8164-10,0.50,1.00,1,144,8164-9
3200-1,0.75,0.38,1,144,
9461-1,0.50,0.50,9,120,
9461-3,0.50,0.25,17,110,9461-1,9461-2
9461-2,0.50,1.00,416,95,
9461-5,0.50,0.50,1,144,9461-4
9461-4,0.50,0.50,3,144,9461-3
1973-1,0.50,0.50,48,60,
1973-2,0.50,1.00,1,144,1973-1
1333-8,0.50,0.50,89,118,1333-5,1333-6,1333-7
1333-2,0.50,0.25,1,144,1333-1
8731-6,1.00,2.00,179,37,8731-1,8731-5
5924-11,0.50,0.50,9,138,
5924-10,0.50,0.50,17,130,
8871-1,0.40,0.20,559,103,
3934-8,0.50,0.50,45,111,3934-1,3934-7
3934-1,0.50,1.00,32,125,
3934-2,0.50,1.00,199,92,
3934-3,0.50,0.50,1,144,
3934-4,0.50,0.50,1,144,3934-3
3934-5,0.50,0.50,1,144,3934-2,3934-4
3934-6,0.50,0.25,98,92,3934-2,3934-5
3934-7,0.50,0.25,141,107,3934-2,3934-6
7733-1,0.50,0.50,56,129,
2569-5,0.50,1.00,1,144,2569-2,2569-4
2569-4,0.50,1.00,1,144,2569-3
2569-7,0.50,0.25,1000,100,2569-5,2569-6
2569-6,0.75,1.50,1000,14,
2569-1,0.50,0.25,1,144,
2569-3,0.50,0.25,1,144,
2569-2,0.50,1.00,3,91,2569-1
394-6,0.50,0.25,145,108,394-3,394-5
394-7,0.50,1.00,141,107,394-6
394-4,0.50,0.25,409,81,
394-5,0.50,0.25,67,109,394-4
394-2,0.50,0.50,1,144,394-1
394-3,0.50,1.00,71,109,394-2,394-4
394-1,0.50,0.25,13,121,
39-3,0.50,1.00,657,97,39-1,39-2
39-2,0.50,0.25,1000,59,
39-1,0.50,1.00,138,72,
39-6,0.50,0.25,704,37,39-2,39-4,39-5
39-5,0.50,0.50,288,108,
39-4,0.50,1.00,461,101,
8754-1,0.50,0.25,601,96,
8754-2,0.50,0.25,6,107,
7524-7,0.50,0.25,37,72,7524-5,7524-6
9269-3,0.50,0.25,62,97,
9269-5,0.50,0.25,9,118,9269-1,9269-4
9269-4,0.50,0.25,199,114,9269-2,9269-3
8264-1,0.50,0.25,1000,41,
8264-3,0.50,0.25,1,144,8264-2
8264-2,0.50,0.25,21,134,8264-1
5530-4,1.00,1.00,281,25,5530-1,5530-2,5530-3
5530-5,1.00,0.50,281,93,5530-4
5530-2,1.00,0.50,1,144,
5530-3,1.00,2.00,91,28,
5530-1,1.00,1.00,186,34,
8442-4,1.00,0.50,1000,80,
396-1,1.00,0.50,64,81,
396-2,1.00,2.00,23,72,396-1
396-3,1.00,0.50,811,97,396-2,396-4
396-4,1.00,0.50,786,80,
396-5,1.00,1.00,784,101,396-4
396-6,1.00,0.50,1000,100,396-3,396-5
396-7,1.00,0.50,1000,76,396-6
7643-1,0.50,0.25,36,128,
147-1,0.40,0.80,556,97,
147-2,0.40,0.80,71,96,147-1
147-3,0.40,0.20,13,104,
8958-3,1.00,1.00,495,116,8958-1,8958-2
1730-1,0.50,0.25,51,83,
1730-2,0.50,1.00,1,144,1730-1
2102-1,0.50,0.25,48,70,
2102-2,0.50,0.25,1,144,2102-1
9307-10,0.50,0.25,39,113,9307-2,9307-9
6013-3,0.50,0.25,403,94,6013-1,6013-2
6013-2,0.50,0.50,272,67,
6013-1,0.50,0.25,272,69,
5156-2,0.50,0.25,1,144,5156-1
5156-3,0.50,0.50,1,144,5156-2
5156-1,0.50,0.50,545,33,
1571-2,0.50,0.50,1,144,1571-1
1571-1,0.50,0.25,15,98,
7111-10,0.50,0.50,1,144,7111-1,7111-9
8849-5,0.50,0.25,1,144,8849-2,8849-4
1473-1,0.50,0.25,136,63,
1473-2,0.50,1.00,1,144,1473-1
9327-1,0.50,1.00,348,109,
8164-11,0.50,0.25,1000,20,
8164-13,0.50,0.50,1000,18,
8164-14,0.50,1.00,1,144,8164-13
4181-5,1.00,2.00,31,40,
4181-4,1.00,1.00,43,106,4181-5
4181-7,1.00,0.50,222,34,4181-6
4181-6,1.00,0.50,223,34,4181-1,4181-2,4181-3,4181-4,4181-5
4181-1,1.00,0.50,43,136,4181-5
4181-3,1.00,1.00,43,106,4181-5
4181-2,1.00,1.00,43,127,4181-5
770-8,1.00,0.50,9,112,770-13
770-9,1.00,0.50,9,144,770-13
770-1,1.00,0.50,1,144,770-5
770-2,1.00,0.50,1,144,770-1
770-3,1.00,0.50,3,96,770-5
770-4,1.00,0.50,3,96,770-3
770-5,1.00,2.00,2,109,
770-6,1.00,1.00,3,144,770-5
770-7,1.00,1.00,3,144,770-6
2850-1,1.00,2.00,1,144,
6797-2,0.50,0.25,1,144,6797-1
6797-3,0.50,0.50,1,144,6797-1
8913-1,0.50,0.25,1000,26,
3200-2,0.75,0.38,701,117,3200-1
6797-9,0.50,1.00,1,144,6797-1
2775-4,0.50,0.25,33,110,
2775-5,0.50,0.25,9,132,2775-4
2775-6,0.75,1.50,545,112,
2775-7,0.65,0.33,277,98,2775-5,2775-6
2775-1,0.50,0.25,1,144,
2775-2,0.75,0.38,186,84,
2775-3,0.50,0.50,13,114,2775-1,2775-2
2775-8,0.75,1.50,354,56,2775-3,2775-7
4173-2,0.50,0.50,206,95,
4173-3,0.50,0.25,1,144,4173-1,4173-2
4173-1,0.50,0.25,1,144,4173-2
