app_5122,app_5122,2
app_8361,app_8361,2
app_4020,app_4020,2
app_6585,app_6585,2
app_5419,app_5419,2
app_5732,app_5732,2
app_713,app_713,2
app_7892,app_7892,2
app_873,app_798,0
app_873,app_873,2
app_8961,app_8961,2
app_6550,app_8767,0
app_6550,app_8005,0
app_6550,app_6550,2
app_8571,app_3469,2
app_8571,app_8571,2
app_868,app_868,2
app_5894,app_5968,1
app_5894,app_5894,2
app_5153,app_5153,2
app_2567,app_8114,0
app_2567,app_2567,2
app_2567,app_5101,0
app_2567,app_2761,0
app_1328,app_3368,2
app_1328,app_7626,2
app_1328,app_3367,2
app_1328,app_7716,2
app_1328,app_4517,0
app_1328,app_6097,2
app_1328,app_4608,2
app_1328,app_7033,2
app_1328,app_5420,3
app_1328,app_8223,0
app_1328,app_3241,2
app_1328,app_4037,2
app_1328,app_6659,0
app_1328,app_4661,3
app_1328,app_8587,0
app_1328,app_1741,3
app_1328,app_3942,2
app_1328,app_5135,3
app_1328,app_2851,2
app_1328,app_8347,2
app_1328,app_2049,2
app_1328,app_1328,2
app_1328,app_5363,3
app_1328,app_8312,0
app_1328,app_4221,0
app_1328,app_9031,2
app_1328,app_6831,2
app_1328,app_1606,2
app_1328,app_6381,3
app_1328,app_8221,0
app_1328,app_7392,2
app_1328,app_7261,0
app_1328,app_9047,0
app_1328,app_1637,2
app_1328,app_122,0
app_1328,app_4014,2
app_1328,app_456,0
app_1328,app_6185,2
app_1328,app_273,2
app_1328,app_3370,0
app_1328,app_2739,2
app_1328,app_8834,2
app_1328,app_1378,2
app_1328,app_7102,2
app_1328,app_2688,2
app_1328,app_4994,3
app_1328,app_2175,3
app_1328,app_3928,2
app_1328,app_3321,0
app_1328,app_704,2
app_1328,app_4011,2
app_1328,app_6429,2
app_1328,app_3270,2
app_1328,app_4048,2
app_1328,app_7394,0
app_1328,app_737,2
app_1328,app_5905,2
app_1328,app_6683,2
app_1328,app_4630,2
app_1328,app_2353,1
app_1328,app_4275,2
app_1328,app_6060,3
app_1328,app_7555,3
app_7921,app_7921,2
app_4699,app_7772,0
app_4699,app_4699,2
app_4699,app_689,2
app_6176,app_6176,2
app_4299,app_4299,2
app_6252,app_6252,2
app_6036,app_8087,1
app_6036,app_3286,0
app_6036,app_5949,0
app_6036,app_6036,2
app_6036,app_1484,2
app_971,app_971,2
app_971,app_4825,2
app_971,app_6622,2
app_3954,app_3954,2
app_8839,app_8839,2
app_8137,app_8137,2
app_8137,app_6408,0
app_1889,app_1889,2
app_6035,app_6035,2
app_1767,app_1767,2
app_2025,app_2025,2
app_8569,app_8569,2
app_1936,app_1936,2
app_1624,app_3806,0
